Region,State/Province,Category,Sub-Category,Segment,Average Order Value,Profit Margin,Distinct count of Customer ID,Distinct count of Order ID,Discount,Profit,Quantity,Sales
Central,Oklahoma,Office Supplies,Binders,Consumer,26.75,0.48697,6,6,0,78.15,25,160.48
Central,Oklahoma,Office Supplies,Storage,Home Office,568.89,0.05419,2,2,0,61.66,6,"1,137.78"
Central,Oklahoma,Office Supplies,Storage,Corporate,332.94,0.03,1,1,0,9.99,3,332.94
Central,Oklahoma,Office Supplies,Storage,Consumer,437.17,0.03286,2,2,0,28.73,7,874.33
Central,Oklahoma,Office Supplies,Appliances,Home Office,440.85,0.28955,2,2,0,255.3,6,881.7
Central,Oklahoma,Office Supplies,Appliances,Consumer,304.76,0.35484,2,2,0,216.28,8,609.52
Central,Oklahoma,Office Supplies,Envelopes,Consumer,203.7,0.462,2,2,0,188.22,5,407.4
Central,Oklahoma,Office Supplies,Art,Home Office,21.5,0.3239,2,2,0,13.93,6,43
Central,Oklahoma,Office Supplies,Art,Corporate,12.39,0.28,1,1,0,3.47,3,12.39
Central,Oklahoma,Office Supplies,Art,Consumer,3.52,0.48,1,1,0,1.69,2,3.52
Central,Oklahoma,Office Supplies,Labels,Home Office,49.62,0.49,1,1,0,24.31,13,49.62
Central,Oklahoma,Office Supplies,Labels,Consumer,14.62,0.47,1,1,0,6.87,2,14.62
Central,Oklahoma,Office Supplies,Supplies,Corporate,21.96,0.28,1,1,0,6.15,2,21.96
Central,Oklahoma,Technology,Phones,Home Office,755.79,0.25998,3,3,0,589.46,15,"2,267.36"
Central,Oklahoma,Technology,Phones,Corporate,69.93,0.01,1,1,0,0.7,7,69.93
Central,Oklahoma,Technology,Phones,Consumer,442.74,0.26881,5,5,0,595.06,19,"2,213.69"
Central,Oklahoma,Technology,Accessories,Corporate,35.39,0.35978,2,2,0,25.47,5,70.78
Central,Oklahoma,Technology,Accessories,Consumer,582.23,0.21196,3,3,0,370.22,21,"1,746.69"
Central,South Dakota,Furniture,Chairs,Corporate,182.94,0.15,1,1,0,27.44,3,182.94
Central,South Dakota,Furniture,Bookcases,Corporate,141.96,0.28,1,1,0,39.75,2,141.96
Central,South Dakota,Office Supplies,Binders,Corporate,57.26,0.48594,2,2,0,55.64,14,114.51
Central,South Dakota,Office Supplies,Appliances,Corporate,416.32,0.27,1,1,0,112.41,2,416.32
Central,South Dakota,Office Supplies,Labels,Corporate,14.62,0.47,1,1,0,6.87,2,14.62
Central,South Dakota,Office Supplies,Labels,Consumer,20.23,0.47,1,1,0,9.51,7,20.23
Central,South Dakota,Office Supplies,Fasteners,Corporate,6.54,0.41,1,1,0,2.68,3,6.54
Central,South Dakota,Office Supplies,Supplies,Consumer,25.5,0.26,1,1,0,6.63,3,25.5
Central,South Dakota,Technology,Accessories,Corporate,196.47,0.34076,2,2,0,133.9,6,392.94
Central,Texas,Furniture,Chairs,Home Office,370.57,-0.1238,10,11,3.3,-504.67,44,"4,076.32"
Central,Texas,Furniture,Chairs,Corporate,478.09,-0.10545,17,18,5.4,-907.43,77,"8,605.65"
Central,Texas,Furniture,Chairs,Consumer,478.98,-0.07945,29,29,9.6,"-1,103.55",114,"13,890.47"
Central,Texas,Furniture,Furnishings,Home Office,48.83,-0.98544,12,12,8.4,-577.4,47,585.94
Central,Texas,Furniture,Furnishings,Corporate,61.94,-0.88906,23,25,15.6,"-1,376.79",104,"1,548.60"
Central,Texas,Furniture,Furnishings,Consumer,41.85,-0.83231,36,39,24.6,"-1,358.48",157,"1,632.19"
Central,Texas,Furniture,Bookcases,Home Office,326.37,-0.17534,4,4,1.28,-228.91,10,"1,305.46"
Central,Texas,Furniture,Bookcases,Corporate,490.49,-0.16861,10,10,3.2,-827.02,45,"4,904.91"
Central,Texas,Furniture,Bookcases,Consumer,637.16,-0.1612,13,13,4.16,"-1,335.21",50,"8,283.08"
Central,Texas,Furniture,Tables,Home Office,290.84,-0.12437,4,4,1.2,-144.69,12,"1,163.36"
Central,Texas,Furniture,Tables,Corporate,387.82,-0.12171,7,7,2.1,-330.43,24,"2,714.77"
Central,Texas,Furniture,Tables,Consumer,594.13,-0.14656,20,20,6.6,"-1,741.56",82,"11,882.54"
Central,Texas,Office Supplies,Paper,Home Office,54.31,0.35171,15,16,3.2,305.61,60,868.93
Central,Texas,Office Supplies,Paper,Corporate,43.89,0.34789,47,54,11.8,824.47,236,"2,369.91"
Central,Texas,Office Supplies,Paper,Consumer,62.41,0.34527,56,60,14.4,"1,292.90",276,"3,744.62"
Central,Texas,Office Supplies,Binders,Home Office,9.85,-1.57752,17,23,20.8,-357.21,117,226.44
Central,Texas,Office Supplies,Binders,Corporate,37.12,-1.54639,36,38,36,"-2,181.24",182,"1,410.54"
Central,Texas,Office Supplies,Binders,Consumer,112.21,-1.64287,60,66,65.6,"-12,166.62",327,"7,405.70"
Central,Texas,Office Supplies,Storage,Home Office,176.86,-0.06604,10,11,2.2,-128.48,52,"1,945.50"
Central,Texas,Office Supplies,Storage,Corporate,227.77,0.04105,22,22,4.4,205.7,86,"5,010.99"
Central,Texas,Office Supplies,Storage,Consumer,199.25,-0.09592,40,44,10,-840.93,171,"8,767.10"
Central,Texas,Office Supplies,Appliances,Home Office,52.89,-2.39995,6,6,4.8,-761.59,28,317.34
Central,Texas,Office Supplies,Appliances,Corporate,36.36,-2.59767,12,12,10.4,"-1,133.36",43,436.3
Central,Texas,Office Supplies,Appliances,Consumer,61.27,-2.57062,27,27,22.4,"-4,252.27",88,"1,654.18"
Central,Texas,Office Supplies,Envelopes,Home Office,86.57,0.33079,8,9,1.8,257.72,31,779.1
Central,Texas,Office Supplies,Envelopes,Corporate,63.55,0.33505,9,10,2,212.94,31,635.54
Central,Texas,Office Supplies,Envelopes,Consumer,101.46,0.33828,11,11,2.2,377.52,43,"1,116.01"
Central,Texas,Office Supplies,Art,Home Office,31.05,0.21728,11,12,2.4,80.97,42,372.64
Central,Texas,Office Supplies,Art,Corporate,26.97,0.12257,15,15,3.2,49.59,59,404.61
Central,Texas,Office Supplies,Art,Consumer,40.83,0.11668,39,39,8.6,185.79,158,"1,592.28"
Central,Texas,Office Supplies,Labels,Home Office,34.25,0.3415,8,8,1.6,93.56,28,273.96
Central,Texas,Office Supplies,Labels,Corporate,20.55,0.34497,12,12,2.6,85.05,47,246.55
Central,Texas,Office Supplies,Labels,Consumer,7.01,0.3454,9,9,1.8,21.79,21,63.09
Central,Texas,Office Supplies,Fasteners,Home Office,15.96,0.15137,2,2,0.4,4.83,11,31.93
Central,Texas,Office Supplies,Fasteners,Corporate,14.75,0.29423,8,8,1.6,34.72,37,118.01
Central,Texas,Office Supplies,Fasteners,Consumer,14.04,0.22562,13,13,2.8,41.18,60,182.53
Central,Texas,Office Supplies,Supplies,Home Office,37.34,-0.21064,2,2,0.4,-15.73,11,74.67
Central,Texas,Office Supplies,Supplies,Corporate,18.56,-0.06097,5,5,1,-5.66,18,92.8
Central,Texas,Office Supplies,Supplies,Consumer,395.39,-0.18759,11,11,2.4,-815.89,36,"4,349.29"
Central,Texas,Technology,Copiers,Corporate,"1,053.31",0.26677,3,3,0.6,842.98,8,"3,159.94"
Central,Texas,Technology,Copiers,Consumer,"1,239.97",0.31734,2,2,0.4,786.98,8,"2,479.94"
Central,Texas,Technology,Phones,Home Office,519.66,0.10673,11,11,2.2,610.11,50,"5,716.22"
Central,Texas,Technology,Phones,Corporate,485.65,0.10801,23,24,5.8,"1,258.92",120,"11,655.71"
Central,Texas,Technology,Phones,Consumer,287.63,0.12065,39,39,8,"1,353.44",145,"11,217.63"
Central,Texas,Technology,Accessories,Home Office,185.77,0.10602,12,12,2.4,236.35,42,"2,229.23"
Central,Texas,Technology,Accessories,Corporate,92.22,0.12432,20,21,4.4,240.75,69,"1,936.54"
Central,Texas,Technology,Accessories,Consumer,166.58,0.08778,43,43,9.4,628.75,170,"7,162.78"
Central,Texas,Technology,Machines,Home Office,336.51,0.13333,1,1,0.4,44.87,3,336.51
Central,Texas,Technology,Machines,Corporate,"1,731.35",-0.12031,5,5,2.4,"-1,041.50",21,"8,656.75"
Central,Texas,Technology,Machines,Consumer,"1,758.83",-0.15827,6,6,2.4,"-1,670.21",23,"10,552.96"
Central,Wisconsin,Furniture,Chairs,Corporate,"1,065.29",0.25611,6,6,0,"1,636.98",33,"6,391.72"
Central,Wisconsin,Furniture,Chairs,Consumer,"1,275.81",0.21564,4,4,0,"1,100.44",23,"5,103.23"
Central,Wisconsin,Furniture,Furnishings,Home Office,116.49,0.41814,2,2,0,97.42,11,232.98
Central,Wisconsin,Furniture,Furnishings,Corporate,50.32,0.28864,7,7,0,101.67,28,352.25
Central,Wisconsin,Furniture,Furnishings,Consumer,144.94,0.23959,3,3,0,104.18,16,434.81
Central,Wisconsin,Furniture,Bookcases,Home Office,687.4,0.07,1,1,0,48.12,5,687.4
Central,Wisconsin,Furniture,Bookcases,Corporate,903.92,0.23859,2,2,0,431.32,8,"1,807.84"
Central,Wisconsin,Furniture,Bookcases,Consumer,459.57,0.12426,3,3,0,171.32,14,"1,378.72"
Central,Wisconsin,Furniture,Tables,Home Office,867.66,0.17,1,1,0,147.5,6,867.66
Central,Wisconsin,Office Supplies,Paper,Home Office,427.14,0.4779,2,2,0,408.26,22,854.28
Central,Wisconsin,Office Supplies,Paper,Corporate,78.76,0.48416,4,4,0,152.52,18,315.02
Central,Wisconsin,Office Supplies,Paper,Consumer,111.58,0.46877,2,2,0,104.61,8,223.16
Central,Wisconsin,Office Supplies,Binders,Home Office,37.84,0.49455,3,3,0,56.14,8,113.52
Central,Wisconsin,Office Supplies,Binders,Corporate,66.23,0.47435,6,6,0,188.51,38,397.4
Central,Wisconsin,Office Supplies,Binders,Consumer,25.82,0.492,3,3,0,38.12,8,77.47
Central,Wisconsin,Office Supplies,Storage,Home Office,32.37,0.28,2,2,0,18.12,5,64.73
Central,Wisconsin,Office Supplies,Storage,Corporate,81.42,0.27032,2,2,0,44.02,9,162.84
Central,Wisconsin,Office Supplies,Storage,Consumer,259.86,0.05548,3,3,0,43.25,16,779.59
Central,Wisconsin,Office Supplies,Appliances,Home Office,315.55,0.28867,3,3,0,273.28,17,946.66
Central,Wisconsin,Office Supplies,Appliances,Corporate,155.88,0.35,1,1,0,54.56,6,155.88
Central,Wisconsin,Office Supplies,Appliances,Consumer,536.01,0.28,3,3,0,450.25,14,"1,608.03"
Central,Wisconsin,Office Supplies,Art,Home Office,18.69,0.27767,2,2,0,10.38,11,37.38
Central,Wisconsin,Office Supplies,Art,Corporate,3.04,0.34,1,1,0,1.03,1,3.04
Central,Wisconsin,Office Supplies,Art,Consumer,39.79,0.2786,3,3,0,33.26,10,119.37
Central,Wisconsin,Office Supplies,Labels,Home Office,42.18,0.46957,2,2,0,39.61,14,84.35
Central,Wisconsin,Office Supplies,Labels,Corporate,7.38,0.47,1,1,0,3.47,2,7.38
Central,Wisconsin,Office Supplies,Labels,Consumer,43.06,0.46291,2,2,0,39.87,4,86.12
Central,Wisconsin,Office Supplies,Fasteners,Consumer,1.81,0.36,1,1,0,0.65,1,1.81
Central,Wisconsin,Office Supplies,Supplies,Home Office,21.81,0.27,1,1,0,5.89,3,21.81
Central,Wisconsin,Technology,Phones,Home Office,125.99,0.28,1,1,0,35.28,1,125.99
Central,Wisconsin,Technology,Phones,Corporate,353.38,0.27131,5,5,0,479.38,28,"1,766.88"
Central,Wisconsin,Technology,Phones,Consumer,703.27,0.2755,3,3,0,581.25,11,"2,109.81"
Central,Wisconsin,Technology,Accessories,Home Office,362.47,0.26881,4,4,0,389.73,14,"1,449.86"
Central,Wisconsin,Technology,Accessories,Corporate,172.56,0.31559,6,6,0,326.76,35,"1,035.38"
Central,Wisconsin,Technology,Accessories,Consumer,577.56,0.33965,4,4,0,784.68,15,"2,310.24"
East,Connecticut,Furniture,Chairs,Home Office,897.15,0.28,1,1,0,251.2,3,897.15
East,Connecticut,Furniture,Chairs,Corporate,"1,133.35",0.26,1,1,0,294.67,5,"1,133.35"
East,Connecticut,Furniture,Chairs,Consumer,751.92,0.2,1,1,0,150.38,4,751.92
East,Connecticut,Furniture,Furnishings,Home Office,24.83,0.38235,2,2,0,18.99,8,49.66
East,Connecticut,Furniture,Furnishings,Corporate,103.56,0.22579,2,2,0,46.76,5,207.11
East,Connecticut,Furniture,Furnishings,Consumer,100.35,0.13557,2,2,0,27.21,6,200.7
East,Connecticut,Furniture,Bookcases,Corporate,841.37,0.27139,2,2,0,456.68,13,"1,682.74"
East,Connecticut,Furniture,Tables,Corporate,70.56,-0.05714,1,1,0.3,-4.03,1,70.56
East,Connecticut,Furniture,Tables,Consumer,181.8,-0.08571,1,1,0.3,-15.58,1,181.8
East,Connecticut,Office Supplies,Paper,Home Office,16.4,0.48,2,2,0,15.74,5,32.8
East,Connecticut,Office Supplies,Paper,Corporate,29.75,0.46572,2,2,0,27.71,8,59.5
East,Connecticut,Office Supplies,Paper,Consumer,99.42,0.48192,7,7,0,335.38,29,695.92
East,Connecticut,Office Supplies,Binders,Corporate,20.69,0.46883,4,4,0,38.8,14,82.75
East,Connecticut,Office Supplies,Binders,Consumer,32.12,0.47553,9,9,0,137.48,34,289.12
East,Connecticut,Office Supplies,Storage,Home Office,162.39,0.25357,2,2,0,82.35,7,324.77
East,Connecticut,Office Supplies,Storage,Corporate,384.89,0.20159,3,3,0,232.77,21,"1,154.66"
East,Connecticut,Office Supplies,Storage,Consumer,189.77,0.04267,5,5,0,40.49,18,948.83
East,Connecticut,Office Supplies,Appliances,Corporate,108.55,0.38143,2,2,0,82.8,5,217.09
East,Connecticut,Office Supplies,Appliances,Consumer,420.7,0.30827,3,3,0,389.07,12,"1,262.09"
East,Connecticut,Office Supplies,Envelopes,Consumer,10.86,0.47,1,1,0,5.1,3,10.86
East,Connecticut,Office Supplies,Art,Home Office,11.12,0.26,1,1,0,2.89,4,11.12
East,Connecticut,Office Supplies,Art,Corporate,7.2,0.3375,2,2,0,4.86,5,14.4
East,Connecticut,Office Supplies,Art,Consumer,33.23,0.37759,5,5,0,62.73,17,166.14
East,Connecticut,Office Supplies,Labels,Corporate,13.05,0.46,1,1,0,6,5,13.05
East,Connecticut,Office Supplies,Labels,Consumer,10.19,0.47565,2,2,0,9.69,4,20.38
East,Connecticut,Office Supplies,Supplies,Corporate,19.03,0.21358,2,2,0,8.13,5,38.05
East,Connecticut,Office Supplies,Supplies,Consumer,38.41,0.29,2,2,0,22.27,10,76.81
East,Connecticut,Technology,Phones,Corporate,260.61,0.26778,4,4,0,279.14,7,"1,042.43"
East,Connecticut,Technology,Phones,Consumer,545.46,0.28236,2,2,0,308.03,9,"1,090.91"
East,Connecticut,Technology,Accessories,Home Office,104.92,0.37093,4,4,0,155.67,11,419.69
East,Connecticut,Technology,Accessories,Consumer,238,0.16,1,1,0,38.08,2,238
East,Delaware,Furniture,Chairs,Corporate,291.1,0.26,1,1,0,75.69,5,291.1
East,Delaware,Furniture,Chairs,Consumer,"1,268.82",0.21,1,1,0,266.45,9,"1,268.82"
East,Delaware,Furniture,Furnishings,Corporate,118.42,0.16641,3,4,0,78.82,12,473.67
East,Delaware,Furniture,Furnishings,Consumer,32.74,0.35859,5,5,0,58.71,16,163.72
East,Delaware,Furniture,Bookcases,Corporate,733.92,0.23,2,2,0,337.6,8,"1,467.84"
East,Delaware,Furniture,Bookcases,Consumer,291.95,0.23863,2,2,0,139.33,7,583.89
East,Delaware,Furniture,Tables,Corporate,199.84,-0.18571,1,1,0.3,-37.11,4,199.84
East,Delaware,Furniture,Tables,Consumer,310.44,-0.15714,1,1,0.3,-48.78,3,310.44
East,Delaware,Office Supplies,Paper,Home Office,11.54,0.48,1,1,0,5.54,1,11.54
East,Delaware,Office Supplies,Paper,Corporate,25.09,0.48556,4,4,0,48.73,12,100.36
East,Delaware,Office Supplies,Paper,Consumer,65.77,0.47669,5,5,0,156.77,31,328.87
East,Delaware,Office Supplies,Binders,Home Office,420.07,0.47159,3,3,0,594.3,21,"1,260.20"
East,Delaware,Office Supplies,Binders,Corporate,113.3,0.47484,4,4,0,215.19,22,453.18
East,Delaware,Office Supplies,Binders,Consumer,102.95,0.48582,7,7,0,350.11,24,720.65
East,Delaware,Office Supplies,Storage,Corporate,890.65,0.26867,4,4,0,957.17,17,"3,562.58"
East,Delaware,Office Supplies,Storage,Consumer,205.61,0.26298,3,3,0,162.22,13,616.84
East,Delaware,Office Supplies,Appliances,Home Office,39.48,0.28,1,1,0,11.05,1,39.48
East,Delaware,Office Supplies,Appliances,Consumer,100.94,0.33,1,1,0,33.31,7,100.94
East,Delaware,Office Supplies,Envelopes,Corporate,83.83,0.47,2,2,0,78.8,14,167.65
East,Delaware,Office Supplies,Envelopes,Consumer,65.79,0.45252,2,2,0,59.54,11,131.58
East,Delaware,Office Supplies,Art,Home Office,8.64,0.29,1,1,0,2.51,3,8.64
East,Delaware,Office Supplies,Art,Corporate,82.74,0.29869,4,4,0,98.86,23,330.97
East,Delaware,Office Supplies,Art,Consumer,39.15,0.29768,5,5,0,58.27,17,195.74
East,Delaware,Office Supplies,Labels,Corporate,32.46,0.47386,1,1,0,15.38,8,32.46
East,Delaware,Office Supplies,Labels,Consumer,13.89,0.46454,3,3,0,19.36,12,41.67
East,Delaware,Office Supplies,Fasteners,Corporate,26.18,0.02,1,1,0,0.52,7,26.18
East,Delaware,Technology,Copiers,Consumer,"10,499.97",0.48,1,1,0,"5,039.99",3,"10,499.97"
East,Delaware,Technology,Phones,Home Office,587.97,0.29,1,1,0,170.51,3,587.97
East,Delaware,Technology,Phones,Corporate,319.65,0.26922,3,3,0,258.17,6,958.96
East,Delaware,Technology,Phones,Consumer,235.96,0.29861,8,8,0,563.68,27,"1,887.66"
East,Delaware,Technology,Accessories,Home Office,134.91,0.38998,2,2,0,105.22,6,269.82
East,Delaware,Technology,Accessories,Corporate,123.44,0.26543,2,2,0,65.53,8,246.87
East,Delaware,Technology,Accessories,Consumer,45,0.11,1,1,0,4.95,3,45
East,Delaware,Technology,Machines,Consumer,65.97,0.47,1,1,0,31.01,3,65.97
East,District of Columbia,Furniture,Chairs,Consumer,"1,267.53",0.25,1,1,0,316.88,3,"1,267.53"
East,District of Columbia,Furniture,Furnishings,Home Office,37.68,0.42,1,1,0,15.83,2,37.68
East,District of Columbia,Furniture,Furnishings,Consumer,41.37,0.42,1,1,0,17.38,3,41.37
East,District of Columbia,Office Supplies,Paper,Home Office,40.08,0.48,1,1,0,19.24,6,40.08
East,District of Columbia,Office Supplies,Paper,Consumer,32.14,0.4721,1,1,0,15.17,5,32.14
East,District of Columbia,Office Supplies,Binders,Consumer,9.64,0.46,1,1,0,4.43,2,9.64
East,District of Columbia,Office Supplies,Art,Home Office,33.92,0.39,1,1,0,13.23,8,33.92
East,District of Columbia,Office Supplies,Art,Consumer,22.74,0.39,1,1,0,8.87,3,22.74
East,District of Columbia,Technology,Machines,Consumer,"1,379.92",0.47,1,1,0,648.56,8,"1,379.92"
East,Maine,Furniture,Furnishings,Corporate,109.48,0.31,1,1,0,33.94,2,109.48
East,Maine,Office Supplies,Paper,Corporate,259.74,0.48,1,1,0,124.68,13,259.74
East,Maine,Office Supplies,Binders,Home Office,38.1,0.45434,1,1,0,17.31,4,38.1
East,Maine,Office Supplies,Appliances,Corporate,101.96,0.27,1,1,0,27.53,2,101.96
East,Maine,Technology,Phones,Corporate,437.85,0.3,1,1,0,131.36,3,437.85
East,Maine,Technology,Accessories,Home Office,67.98,0.22,1,1,0,14.96,2,67.98
East,Maine,Technology,Accessories,Corporate,255.42,0.41,1,1,0,104.72,9,255.42
East,Maryland,Furniture,Chairs,Home Office,150.98,0.29,1,1,0,43.78,1,150.98
East,Maryland,Furniture,Chairs,Corporate,619.52,0.20886,5,5,0,646.95,21,"3,097.61"
East,Maryland,Furniture,Chairs,Consumer,540.66,0.25798,2,2,0,278.96,11,"1,081.32"
East,Maryland,Furniture,Furnishings,Home Office,402.39,0.2723,3,3,0,328.71,17,"1,207.16"
East,Maryland,Furniture,Furnishings,Corporate,119.51,0.40246,5,5,0,240.49,22,597.56
East,Maryland,Furniture,Furnishings,Consumer,268.6,0.24754,5,5,0,332.44,18,"1,343.00"
East,Maryland,Furniture,Bookcases,Corporate,173.94,0.22,1,1,0,38.27,3,173.94
East,Maryland,Furniture,Bookcases,Consumer,353.94,0.09513,2,2,0,67.34,6,707.88
East,Maryland,Furniture,Tables,Consumer,394.9,-0.09004,2,2,0.6,-71.12,5,789.8
East,Maryland,Office Supplies,Paper,Home Office,153.15,0.48094,2,2,0,147.31,10,306.3
East,Maryland,Office Supplies,Paper,Corporate,89.94,0.48757,3,3,0,131.55,21,269.81
East,Maryland,Office Supplies,Paper,Consumer,77.21,0.48798,6,6,0,226.05,24,463.24
East,Maryland,Office Supplies,Binders,Home Office,37.66,0.49,1,1,0,18.45,7,37.66
East,Maryland,Office Supplies,Binders,Corporate,25.25,0.47834,4,4,0,48.3,11,100.98
East,Maryland,Office Supplies,Binders,Consumer,440.92,0.49532,7,7,0,"1,528.75",34,"3,086.41"
East,Maryland,Office Supplies,Storage,Corporate,860.94,0.23056,4,4,0,793.98,36,"3,443.77"
East,Maryland,Office Supplies,Storage,Consumer,98.21,0.29,1,1,0,28.48,7,98.21
East,Maryland,Office Supplies,Appliances,Home Office,355.96,0.29,1,1,0,103.23,2,355.96
East,Maryland,Office Supplies,Appliances,Corporate,80.13,0.27875,3,3,0,67.01,14,240.39
East,Maryland,Office Supplies,Appliances,Consumer,496.41,0.32634,2,2,0,323.99,10,992.81
East,Maryland,Office Supplies,Envelopes,Home Office,137.25,0.46,1,1,0,63.14,9,137.25
East,Maryland,Office Supplies,Envelopes,Consumer,199.9,0.45,1,1,0,89.96,5,199.9
East,Maryland,Office Supplies,Art,Home Office,1.64,0.45,1,1,0,0.74,1,1.64
East,Maryland,Office Supplies,Art,Corporate,81.45,0.28373,4,4,0,92.43,31,325.78
East,Maryland,Office Supplies,Art,Consumer,26.57,0.37279,4,4,0,39.62,13,106.27
East,Maryland,Office Supplies,Labels,Home Office,7.83,0.46,1,1,0,3.6,3,7.83
East,Maryland,Office Supplies,Labels,Corporate,30.94,0.49257,3,3,0,45.72,12,92.81
East,Maryland,Office Supplies,Labels,Consumer,35.44,0.46825,2,2,0,33.19,11,70.87
East,Maryland,Office Supplies,Fasteners,Home Office,11.52,0.47,1,1,0,5.41,4,11.52
East,Maryland,Office Supplies,Fasteners,Consumer,15.8,0.32,1,1,0,5.06,4,15.8
East,Maryland,Office Supplies,Supplies,Consumer,25.02,0.26,1,1,0,6.51,3,25.02
East,Maryland,Technology,Phones,Corporate,708.96,0.26391,3,3,0,561.3,11,"2,126.89"
East,Maryland,Technology,Phones,Consumer,112.59,0.30394,4,4,0,136.88,13,450.37
East,Maryland,Technology,Accessories,Home Office,49.08,0.1,1,1,0,4.91,3,49.08
East,Maryland,Technology,Accessories,Corporate,458.3,0.40841,2,2,0,374.34,6,916.59
East,Maryland,Technology,Accessories,Consumer,79.07,0.22896,2,2,0,36.21,8,158.14
East,Maryland,Technology,Machines,Consumer,464.97,0.45,1,1,0,209.24,3,464.97
East,Massachusetts,Furniture,Chairs,Home Office,301.84,0.25899,2,2,0,156.35,4,603.68
East,Massachusetts,Furniture,Chairs,Corporate,785.88,0.27,1,1,0,212.19,6,785.88
East,Massachusetts,Furniture,Chairs,Consumer,952.01,0.20784,3,3,0,593.59,18,"2,856.04"
East,Massachusetts,Furniture,Furnishings,Home Office,67.71,0.24126,5,5,0,81.68,13,338.55
East,Massachusetts,Furniture,Furnishings,Corporate,60.87,0.3461,2,2,0,42.13,15,121.74
East,Massachusetts,Furniture,Furnishings,Consumer,124.48,0.3624,3,3,0,135.34,16,373.45
East,Massachusetts,Furniture,Bookcases,Home Office,215.63,0.16509,3,3,0,106.79,6,646.88
East,Massachusetts,Furniture,Bookcases,Corporate,221.95,0.23369,2,2,0,103.74,3,443.9
East,Massachusetts,Furniture,Bookcases,Consumer,782.94,0.26,1,1,0,203.56,3,782.94
East,Massachusetts,Furniture,Tables,Home Office,486.33,-0.05414,2,2,0.6,-52.66,6,972.65
East,Massachusetts,Furniture,Tables,Corporate,"1,488.42",-0.2,1,1,0.3,-297.68,7,"1,488.42"
East,Massachusetts,Furniture,Tables,Consumer,376.23,-0.12954,4,4,1.2,-194.95,9,"1,504.93"
East,Massachusetts,Office Supplies,Paper,Home Office,75.36,0.46431,5,5,0,174.95,25,376.8
East,Massachusetts,Office Supplies,Paper,Corporate,95.27,0.46442,8,8,0,353.98,31,762.19
East,Massachusetts,Office Supplies,Paper,Consumer,70.57,0.47692,9,9,0,302.89,45,635.1
East,Massachusetts,Office Supplies,Binders,Home Office,155.7,0.48217,4,4,0,300.29,19,622.79
East,Massachusetts,Office Supplies,Binders,Corporate,109.57,0.47382,6,6,0,311.51,27,657.44
East,Massachusetts,Office Supplies,Binders,Consumer,137.49,0.47151,6,6,0,388.98,32,824.96
East,Massachusetts,Office Supplies,Storage,Home Office,581.31,0.27348,2,2,0,317.96,7,"1,162.61"
East,Massachusetts,Office Supplies,Storage,Corporate,331.6,0.16478,7,7,0,382.49,28,"2,321.21"
East,Massachusetts,Office Supplies,Storage,Consumer,268.32,0.28915,3,3,0,232.76,13,804.96
East,Massachusetts,Office Supplies,Appliances,Home Office,245.88,0.28,1,1,0,68.85,6,245.88
East,Massachusetts,Office Supplies,Appliances,Corporate,899.57,0.28897,2,2,0,519.89,8,"1,799.14"
East,Massachusetts,Office Supplies,Appliances,Consumer,434.24,0.31549,3,3,0,411,12,"1,302.73"
East,Massachusetts,Office Supplies,Art,Home Office,17.12,0.29,1,1,0,4.96,4,17.12
East,Massachusetts,Office Supplies,Art,Corporate,10.78,0.26549,2,2,0,5.72,4,21.56
East,Massachusetts,Office Supplies,Art,Consumer,26.77,0.29952,7,7,0,56.12,22,187.37
East,Massachusetts,Office Supplies,Labels,Home Office,14.76,0.47,1,1,0,6.94,4,14.76
East,Massachusetts,Office Supplies,Labels,Consumer,50.3,0.46212,3,3,0,69.73,9,150.89
East,Massachusetts,Office Supplies,Fasteners,Home Office,17.28,0.47,1,1,0,8.12,6,17.28
East,Massachusetts,Office Supplies,Fasteners,Consumer,16.94,0.46311,2,2,0,15.69,9,33.88
East,Massachusetts,Office Supplies,Supplies,Home Office,25.71,0.26,1,1,0,6.68,3,25.71
East,Massachusetts,Office Supplies,Supplies,Consumer,4.36,0.04,1,1,0,0.17,2,4.36
East,Massachusetts,Technology,Copiers,Home Office,"1,199.98",0.39,1,1,0,467.99,2,"1,199.98"
East,Massachusetts,Technology,Phones,Home Office,450.94,0.2673,2,2,0,241.07,4,901.88
East,Massachusetts,Technology,Phones,Corporate,309.53,0.27122,4,4,0,335.8,25,"1,238.11"
East,Massachusetts,Technology,Phones,Consumer,297.95,0.29487,5,5,0,439.28,14,"1,489.75"
East,Massachusetts,Technology,Accessories,Home Office,174.18,0.33566,4,4,0,233.86,19,696.73
East,Massachusetts,Technology,Accessories,Consumer,100.09,0.18853,2,2,0,37.74,5,200.18
East,New Brunswick,Furniture,Furnishings,Corporate,39.96,-0.52492,1,4,2.4,-83.9,20,159.84
East,New Brunswick,Office Supplies,Art,Corporate,16.46,0.14824,1,4,0.8,9.76,28,65.86
East,New Hampshire,Furniture,Furnishings,Home Office,322.59,0.2,1,1,0,64.52,3,322.59
East,New Hampshire,Furniture,Furnishings,Corporate,136.14,0.41168,3,3,0,168.14,19,408.42
East,New Hampshire,Furniture,Furnishings,Consumer,102.3,0.26,1,1,0,26.6,1,102.3
East,New Hampshire,Furniture,Tables,Home Office,"1,053.16",-0.1,1,1,0.3,-105.32,4,"1,053.16"
East,New Hampshire,Office Supplies,Paper,Home Office,107.28,0.46418,2,2,0,99.59,12,214.56
